IID	T2D_PRS	Relative_PRS_Group
HG03926	-2501.348599999999	Intermediate
HG03928	-2509.2743	Intermediate
HG03931	-2499.4628000000002	Intermediate
HG03934	-2494.4192999999996	Intermediate
HG03937	-2512.688900000001	Intermediate
HG03940	-2510.3476000000005	Intermediate
HG03941	-2494.6823999999997	Intermediate
HG03943	-2507.4723	Intermediate
HG03944	-2505.1007999999993	Intermediate
HG03945	-2509.1083	Intermediate
HG03947	-2505.7628999999993	Intermediate
HG03949	-2489.8288000000002	Intermediate
HG03950	-2503.3153	Intermediate
HG03951	-2511.9451	Intermediate
HG03953	-2494.9771000000005	Intermediate
HG03955	-2497.6522000000004	Intermediate
HG03960	-2503.6187999999997	Intermediate
HG03963	-2506.6064999999994	Intermediate
HG03965	-2500.5992	Intermediate
HG03967	-2524.1171000000004	Intermediate
HG03968	-2495.9591000000005	Intermediate
HG03969	-2504.6722000000004	Intermediate
HG03971	-2503.0233999999996	Intermediate
HG03973	-2505.38	Intermediate
HG03974	-2498.0715999999993	Intermediate
HG03976	-2506.1268999999993	Intermediate
HG03977	-2499.820199999999	Intermediate
HG03978	-2503.2799	Intermediate
HG03985	-2500.0535999999997	Intermediate
HG03986	-2508.6084999999994	Intermediate
HG03989	-2508.246	Intermediate
HG03990	-2500.2526000000003	Intermediate
HG03991	-2501.8257999999996	Intermediate
HG03995	-2509.3427000000006	Intermediate
HG03998	-2482.8188	Intermediate
HG03999	-2500.5609999999997	Intermediate
HG04001	-2492.1878	Intermediate
HG04002	-2503.4777000000004	Intermediate
HG04003	-2487.1807	Intermediate
HG04006	-2517.038299999999	Intermediate
HG04014	-2517.2691	Intermediate
HG04015	-2497.1046	Intermediate
HG04017	-2508.7603999999997	Intermediate
HG04018	-2516.2569999999996	Intermediate
HG04019	-2494.5131000000006	Intermediate
HG04020	-2498.8728	Intermediate
HG04022	-2498.2755000000006	Intermediate
HG04023	-2508.8984	Intermediate
HG04025	-2516.2918000000004	Intermediate
HG04026	-2498.2678	Intermediate
HG04029	-2510.6075	Intermediate
HG04033	-2506.7955	Intermediate
HG04035	-2505.4087999999997	Intermediate
HG04038	-2509.0011	Intermediate
HG04039	-2496.8767000000003	Intermediate
HG04042	-2507.9858	Intermediate
HG04047	-2500.6345	Intermediate
HG04054	-2510.1253000000006	Intermediate
HG04056	-2506.2873	Intermediate
HG04059	-2513.907399999999	Intermediate
HG04060	-2510.0216000000005	Intermediate
HG04061	-2514.5416000000005	Intermediate
HG04062	-2508.151299999999	Intermediate
HG04063	-2508.7021999999993	Intermediate
HG04070	-2498.9586999999997	Intermediate
HG04075	-2523.6795	Intermediate
HG04076	-2513.2160999999996	Intermediate
HG04080	-2502.3558	Intermediate
HG04090	-2507.235100000001	Intermediate
HG04093	-2504.4262000000003	Intermediate
HG04094	-2506.4456999999998	Intermediate
HG04096	-2493.8314000000005	Intermediate
HG04098	-2497.700099999999	Intermediate
HG04099	-2502.0707	Intermediate
HG04100	-2502.4301999999993	Intermediate
HG04106	-2499.6664	Intermediate
HG04107	-2509.7365999999997	Intermediate
HG04118	-2504.6683999999996	Intermediate
HG04131	-2497.3727	Intermediate
HG04134	-2495.9962000000005	Intermediate
HG04140	-2509.6013000000003	Intermediate
HG04141	-2498.1814000000004	Intermediate
HG04144	-2491.1846	Intermediate
HG04146	-2496.5808999999995	Intermediate
HG04152	-2481.2088000000003	Intermediate
HG04153	-2497.3839000000003	Intermediate
HG04155	-2499.2853000000005	Intermediate
HG04156	-2498.8307999999997	Intermediate
HG04158	-2492.4655	Intermediate
HG04159	-2506.6150999999995	Intermediate
HG04161	-2505.6861000000004	Intermediate
HG04162	-2487.2252000000003	Intermediate
HG04164	-2498.5672999999997	Intermediate
HG04171	-2498.7018999999996	Intermediate
HG04173	-2508.0205	Intermediate
HG04176	-2521.608	Intermediate
HG04177	-2505.6175999999996	Intermediate
HG04180	-2503.8952	Intermediate
HG04182	-2500.5540999999994	Intermediate
HG04183	-2505.2129999999997	Intermediate
HG04185	-2508.3443	Intermediate
HG04186	-2499.4129000000003	Intermediate
HG04188	-2486.4076999999997	Intermediate
HG04189	-2500.9429000000005	Intermediate
HG04194	-2492.5224999999996	Intermediate
HG04195	-2503.6578999999997	Intermediate
HG04198	-2491.3806	Intermediate
HG04200	-2517.1918000000005	Intermediate
HG04202	-2498.9865999999993	Intermediate
HG04206	-2509.8138999999996	Intermediate
HG04209	-2514.6209	Intermediate
HG04210	-2488.5947	Intermediate
HG04211	-2513.5842999999995	Intermediate
HG04212	-2499.7832	Intermediate
HG04214	-2495.516	Intermediate
HG04216	-2498.281299999999	Intermediate
HG04219	-2502.1856000000007	Intermediate
HG04222	-2518.0420999999997	Intermediate
HG04225	-2489.7592000000004	Intermediate
HG04227	-2498.6835	Intermediate
HG04229	-2511.984700000001	Intermediate
HG04235	-2481.6532999999995	Intermediate
HG04238	-2518.748999999999	Intermediate
HG04239	-2517.4215999999997	Intermediate
NA06984	-2468.2299000000003	High
NA06985	-2456.7163	High
NA06986	-2454.9051000000004	High
NA06989	-2460.9743000000003	High
NA06994	-2464.4755999999998	High
NA07000	-2475.4292999999993	Intermediate
NA07037	-2456.877200000001	High
NA07048	-2462.4334	High
NA07051	-2461.1472	High
NA07056	-2461.4062000000004	High
NA07347	-2464.5169000000005	High
NA07357	-2433.8374000000003	High
NA10847	-2474.9363	Intermediate
NA10851	-2448.7474	High
NA11829	-2437.563	High
NA11830	-2462.1101	High
NA11831	-2477.1837	Intermediate
NA11832	-2442.5393000000004	High
NA11840	-2472.280799999999	Intermediate
NA11843	-2451.5748000000003	High
NA11881	-2467.5509	High
NA11892	-2453.0097999999994	High
NA11893	-2436.5949000000005	High
NA11894	-2481.0865999999996	Intermediate
NA11918	-2449.838300000001	High
NA11919	-2448.9388	High
NA11920	-2457.0359000000003	High
NA11930	-2476.8951999999995	Intermediate
NA11931	-2474.9880000000007	Intermediate
NA11932	-2455.0272	High
NA11933	-2466.7518999999998	High
NA11992	-2468.5860000000002	High
NA11994	-2472.7369	Intermediate
NA11995	-2480.7366	Intermediate
NA12003	-2446.2298	High
NA12004	-2449.6814	High
NA12005	-2470.4450999999995	High
NA12006	-2458.0477	High
NA12043	-2449.8667999999993	High
NA12044	-2428.3769999999995	High
NA12045	-2467.1425000000004	High
NA12046	-2463.3612	High
NA12058	-2459.9511999999995	High
NA12144	-2466.1956	High
NA12154	-2450.088	High
NA12155	-2452.588599999999	High
NA12156	-2479.7888999999996	Intermediate
NA12234	-2460.7204	High
NA12249	-2450.7320999999997	High
NA12272	-2450.5096000000003	High
NA12273	-2457.1848999999997	High
NA12275	-2457.3233	High
NA12282	-2463.77	High
NA12283	-2460.1972000000005	High
NA12286	-2457.5818000000004	High
NA12287	-2446.0531999999994	High
NA12340	-2466.062299999999	High
NA12341	-2457.9801	High
NA12342	-2444.7189	High
NA12347	-2470.7309	High
NA12348	-2480.7693999999997	Intermediate
NA12383	-2485.6112000000007	Intermediate
NA12399	-2461.2218000000007	High
NA12400	-2452.6442999999995	High
NA12413	-2462.4809	High
NA12414	-2471.1036999999997	High
NA12489	-2474.1756	Intermediate
NA12546	-2457.5608999999995	High
NA12716	-2437.7921000000006	High
NA12717	-2474.2876999999994	Intermediate
NA12718	-2453.8356	High
NA12748	-2458.0697000000005	High
NA12749	-2447.0804	High
NA12750	-2461.0686000000005	High
NA12751	-2460.7945000000004	High
NA12760	-2450.3438	High
NA12761	-2476.7553999999996	Intermediate
NA12762	-2465.5781	High
NA12763	-2457.4906	High
NA12775	-2439.8272000000006	High
NA12776	-2455.7059	High
NA12777	-2467.8638999999994	High
NA12778	-2460.0814000000005	High
NA12812	-2449.1216	High
NA12813	-2466.9058	High
NA12814	-2472.3334	Intermediate
NA12815	-2474.0418	Intermediate
NA12827	-2460.1509000000005	High
NA12828	-2453.7457000000004	High
NA12829	-2479.4410000000007	Intermediate
NA12830	-2466.7084000000004	High
NA12842	-2423.1142999999997	High
NA12843	-2480.3711	Intermediate
NA12872	-2463.3038	High
NA12873	-2462.9393	High
NA12874	-2474.9936	Intermediate
NA12878	-2471.4194999999995	High
NA12889	-2443.8581	High
NA12890	-2461.8678999999997	High
NA18486	-2529.1709000000005	Low
NA18488	-2530.299	Low
NA18489	-2525.362700000001	Low
NA18498	-2534.3026	Low
NA18499	-2531.005700000001	Low
NA18501	-2530.1490999999996	Low
NA18502	-2527.1333000000004	Low
NA18504	-2530.1126999999997	Low
NA18505	-2530.708800000001	Low
NA18507	-2533.030399999999	Low
NA18508	-2531.0782999999997	Low
NA18510	-2535.2198	Low
NA18511	-2526.5371999999993	Low
NA18516	-2532.5364	Low
NA18517	-2530.9174000000003	Low
NA18519	-2532.2102999999997	Low
NA18520	-2530.2201	Low
NA18522	-2540.7533000000003	Low
NA18523	-2517.919	Intermediate
NA18525	-2525.4891	Low
NA18526	-2511.0033999999996	Intermediate
NA18528	-2509.4557000000004	Intermediate
NA18530	-2519.743	Intermediate
NA18531	-2525.9561000000003	Low
NA18532	-2511.1008	Intermediate
NA18533	-2522.9331	Intermediate
NA18534	-2517.2574999999997	Intermediate
NA18535	-2517.6043000000004	Intermediate
NA18536	-2525.5338	Low
NA18537	-2523.3826	Intermediate
NA18538	-2509.4105999999997	Intermediate
NA18539	-2525.490799999999	Low
NA18541	-2512.2198000000003	Intermediate
NA18542	-2528.4007999999994	Low
NA18543	-2513.2287	Intermediate
NA18544	-2523.8716999999997	Intermediate
NA18545	-2513.3206000000005	Intermediate
NA18546	-2524.2609000000007	Intermediate
NA18547	-2532.6551	Low
NA18548	-2521.5518	Intermediate
NA18549	-2512.449999999999	Intermediate
NA18550	-2511.4281	Intermediate
NA18552	-2504.3934	Intermediate
NA18553	-2510.1426999999994	Intermediate
NA18555	-2520.0974	Intermediate
NA18557	-2516.1057	Intermediate
NA18558	-2529.5777	Low
NA18559	-2522.8042000000005	Intermediate
NA18560	-2521.7409000000002	Intermediate
NA18561	-2517.8493	Intermediate
NA18562	-2515.4429000000005	Intermediate
NA18563	-2520.3561	Intermediate
NA18564	-2513.4487000000004	Intermediate
NA18565	-2526.2306999999996	Low
NA18566	-2522.145200000001	Intermediate
NA18567	-2513.9642000000003	Intermediate
NA18570	-2519.2909	Intermediate
NA18571	-2530.9677000000006	Low
NA18572	-2511.2189	Intermediate
NA18573	-2510.6567	Intermediate
NA18574	-2514.559699999999	Intermediate
NA18577	-2515.8547000000003	Intermediate
NA18579	-2511.2892000000006	Intermediate
NA18582	-2525.3660000000004	Low
NA18591	-2528.6447	Low
NA18592	-2516.670400000001	Intermediate
NA18593	-2519.5064	Intermediate
NA18595	-2518.1037999999994	Intermediate
NA18596	-2510.7007999999996	Intermediate
NA18597	-2516.7921000000006	Intermediate
NA18599	-2503.4989	Intermediate
NA18602	-2511.3853999999997	Intermediate
NA18603	-2513.0942000000005	Intermediate
NA18605	-2520.7112	Intermediate
NA18606	-2526.9571	Low
NA18608	-2514.8733999999995	Intermediate
NA18609	-2525.8412	Low
NA18610	-2516.5124999999994	Intermediate
NA18611	-2513.3011999999994	Intermediate
NA18612	-2514.4831	Intermediate
NA18613	-2528.7439999999997	Low
NA18614	-2503.4829	Intermediate
NA18615	-2526.5596	Low
NA18616	-2528.8562	Low
NA18617	-2517.6123000000002	Intermediate
NA18618	-2514.971	Intermediate
NA18619	-2524.3696	Intermediate
NA18620	-2520.8863	Intermediate
NA18621	-2513.8172	Intermediate
NA18622	-2514.7758	Intermediate
NA18623	-2518.6315	Intermediate
NA18624	-2521.9918000000002	Intermediate
NA18625	-2523.2716	Intermediate
NA18626	-2509.0103999999997	Intermediate
NA18627	-2517.7829000000006	Intermediate
NA18628	-2519.134199999999	Intermediate
NA18629	-2520.2179999999994	Intermediate
NA18630	-2509.1587000000004	Intermediate
NA18631	-2517.8278999999998	Intermediate
NA18632	-2514.9633	Intermediate
NA18633	-2529.4376	Low
NA18634	-2508.5014	Intermediate
NA18635	-2531.9274000000005	Low
NA18636	-2517.1743999999994	Intermediate
NA18637	-2510.8825	Intermediate
NA18638	-2515.363	Intermediate
NA18639	-2509.7184000000007	Intermediate
NA18640	-2514.944	Intermediate
NA18641	-2516.2429	Intermediate
NA18642	-2525.1294000000003	Intermediate
NA18643	-2521.2946	Intermediate
NA18644	-2514.7554999999998	Intermediate
NA18645	-2519.6546000000003	Intermediate
NA18646	-2518.1781	Intermediate
NA18647	-2525.1964000000003	Low
NA18648	-2523.2833	Intermediate
NA18740	-2527.0463999999997	Low
NA18745	-2513.8222	Intermediate
NA18747	-2512.8869999999997	Intermediate
NA18748	-2524.2634999999996	Intermediate
NA18749	-2517.0851000000007	Intermediate
NA18757	-2520.9294	Intermediate
NA18853	-2525.9528999999998	Low
NA18856	-2532.9843	Low
NA18858	-2534.9356	Low
NA18861	-2522.4211999999998	Intermediate
NA18864	-2543.4987	Low
NA18865	-2529.2806	Low
NA18867	-2541.1065	Low
NA18868	-2533.5062000000007	Low
NA18870	-2531.5766	Low
NA18871	-2529.3602	Low
NA18873	-2530.3574000000003	Low
NA18874	-2535.6864999999993	Low
NA18876	-2522.8936999999996	Intermediate
NA18877	-2525.5998999999997	Low
NA18878	-2538.5332	Low
NA18879	-2527.2409000000002	Low
NA18881	-2528.0921	Low
NA18907	-2529.9914000000003	Low
NA18908	-2529.8387000000007	Low
NA18909	-2535.1191000000003	Low
NA18910	-2529.4522	Low
NA18912	-2526.6318000000006	Low
NA18915	-2533.673399999999	Low
NA18916	-2523.5020999999997	Intermediate
NA18917	-2537.8079000000007	Low
NA18923	-2530.1698999999994	Low
NA18924	-2536.3043	Low
NA18933	-2532.3593	Low
NA18934	-2520.1717	Intermediate
NA18939	-2510.4398000000006	Intermediate
NA18940	-2521.3217	Intermediate
NA18941	-2524.9948999999997	Intermediate
NA18942	-2514.9139	Intermediate
NA18943	-2508.7844999999998	Intermediate
NA18944	-2521.6079999999993	Intermediate
NA18945	-2516.0869000000002	Intermediate
NA18946	-2517.959499999999	Intermediate
NA18947	-2508.7739	Intermediate
NA18948	-2513.8414999999995	Intermediate
NA18949	-2508.9273000000007	Intermediate
NA18950	-2526.694700000001	Low
NA18951	-2521.327	Intermediate
NA18952	-2523.2401	Intermediate
NA18953	-2520.1469000000006	Intermediate
NA18954	-2514.0549000000005	Intermediate
NA18956	-2518.2227	Intermediate
NA18957	-2520.3056	Intermediate
NA18959	-2523.1354000000006	Intermediate
NA18960	-2516.6429000000003	Intermediate
NA18961	-2524.3196	Intermediate
NA18962	-2520.587400000001	Intermediate
NA18963	-2505.5316000000007	Intermediate
NA18964	-2514.6399	Intermediate
NA18965	-2518.2628999999993	Intermediate
NA18966	-2516.8177	Intermediate
NA18967	-2512.2700000000004	Intermediate
NA18968	-2528.2832	Low
NA18969	-2520.3747	Intermediate
NA18970	-2519.1979	Intermediate
NA18971	-2514.9143999999997	Intermediate
NA18972	-2519.2715	Intermediate
NA18973	-2520.458099999999	Intermediate
NA18974	-2513.8588	Intermediate
NA18975	-2516.3938999999996	Intermediate
NA18976	-2526.8766999999993	Low
NA18977	-2511.5879	Intermediate
NA18978	-2510.733000000001	Intermediate
NA18979	-2513.7488	Intermediate
NA18980	-2528.9350999999997	Low
NA18981	-2508.7594	Intermediate
NA18982	-2521.3651	Intermediate
NA18983	-2506.5694999999996	Intermediate
NA18984	-2508.8061	Intermediate
NA18985	-2511.422	Intermediate
NA18986	-2509.8319999999994	Intermediate
NA18987	-2519.8248000000003	Intermediate
NA18988	-2515.1671	Intermediate
NA18989	-2514.5789999999997	Intermediate
NA18990	-2513.6792	Intermediate
NA18991	-2521.5026999999995	Intermediate
NA18992	-2517.3898999999997	Intermediate
NA18993	-2530.8634	Low
NA18994	-2528.6125	Low
NA18995	-2522.7812000000004	Intermediate
NA18997	-2514.7638000000006	Intermediate
NA18998	-2508.0402	Intermediate
NA18999	-2527.2480000000005	Low
NA19000	-2515.1555999999996	Intermediate
NA19001	-2528.8859999999995	Low
NA19002	-2507.2924	Intermediate
NA19003	-2512.4067999999997	Intermediate
NA19004	-2514.5267000000003	Intermediate
NA19005	-2520.0193000000004	Intermediate
NA19006	-2511.0001	Intermediate
NA19007	-2523.5774	Intermediate
NA19009	-2516.4898	Intermediate
NA19010	-2522.9099	Intermediate
NA19011	-2518.2814999999996	Intermediate
NA19012	-2522.6172999999994	Intermediate
NA19017	-2520.2587	Intermediate
NA19019	-2523.675099999999	Intermediate
NA19020	-2524.4089999999997	Intermediate
NA19023	-2528.9738999999995	Low
NA19024	-2520.7900999999997	Intermediate
NA19025	-2525.6891	Low
NA19026	-2525.5941999999995	Low
NA19027	-2520.5155	Intermediate
NA19028	-2520.9419999999996	Intermediate
NA19030	-2526.9229	Low
NA19031	-2528.9729	Low
NA19035	-2519.3657999999996	Intermediate
NA19036	-2523.5364	Intermediate
NA19037	-2530.6584	Low
NA19038	-2525.2104000000004	Low
NA19041	-2524.6060999999995	Intermediate
NA19042	-2518.6762999999996	Intermediate
NA19043	-2528.8824	Low
NA19054	-2505.5854	Intermediate
NA19055	-2520.0364	Intermediate
NA19056	-2516.1406999999995	Intermediate
NA19057	-2518.1794000000004	Intermediate
NA19058	-2522.9444000000003	Intermediate
NA19059	-2517.8258000000005	Intermediate
NA19060	-2520.6822	Intermediate
NA19062	-2521.9251000000004	Intermediate
NA19063	-2516.8107999999997	Intermediate
NA19064	-2523.8378000000002	Intermediate
NA19065	-2518.4894999999997	Intermediate
NA19066	-2516.0579000000007	Intermediate
NA19067	-2502.4192000000003	Intermediate
NA19068	-2505.6184000000007	Intermediate
NA19070	-2528.4709999999995	Low
NA19072	-2507.1912	Intermediate
NA19074	-2525.908499999999	Low
NA19075	-2512.9089000000004	Intermediate
NA19076	-2514.3838999999994	Intermediate
NA19077	-2529.770400000001	Low
NA19078	-2515.7087	Intermediate
NA19079	-2519.0669	Intermediate
NA19080	-2509.551299999999	Intermediate
NA19081	-2522.019	Intermediate
NA19082	-2514.8573	Intermediate
NA19083	-2523.9864000000002	Intermediate
NA19084	-2519.1597999999994	Intermediate
NA19085	-2521.324	Intermediate
NA19086	-2516.0219	Intermediate
NA19087	-2511.6353999999997	Intermediate
NA19088	-2517.6509000000005	Intermediate
NA19089	-2510.2449000000006	Intermediate
NA19090	-2517.788399999999	Intermediate
NA19091	-2514.7956	Intermediate
NA19092	-2530.0683000000004	Low
NA19093	-2525.6944000000003	Low
NA19095	-2533.7574000000004	Low
NA19096	-2528.5004999999996	Low
NA19098	-2524.435099999999	Intermediate
NA19099	-2541.0356	Low
NA19102	-2533.5687000000007	Low
NA19107	-2535.4445999999994	Low
NA19108	-2530.3986000000004	Low
NA19113	-2539.6186999999995	Low
NA19114	-2531.4504	Low
NA19116	-2530.5045	Low
NA19117	-2530.8775	Low
NA19118	-2529.8311999999996	Low
NA19119	-2530.2663	Low
NA19121	-2536.425800000001	Low
NA19129	-2525.6382	Low
NA19130	-2530.797	Low
NA19131	-2534.9379999999996	Low
NA19137	-2533.1865	Low
NA19138	-2527.592199999999	Low
NA19141	-2535.3474	Low
NA19143	-2532.0333	Low
NA19144	-2531.5014	Low
NA19146	-2534.1803	Low
NA19147	-2539.3936999999996	Low
NA19149	-2533.9025	Low
NA19152	-2533.2864	Low
NA19153	-2525.1688000000004	Low
NA19159	-2522.1405000000004	Intermediate
NA19160	-2527.7486	Low
NA19171	-2530.0254000000004	Low
NA19172	-2532.714699999999	Low
NA19175	-2531.1729000000005	Low
NA19184	-2519.796	Intermediate
NA19185	-2529.9441	Low
NA19189	-2525.8260999999998	Low
NA19190	-2521.5528000000004	Intermediate
NA19197	-2514.5570999999995	Intermediate
NA19198	-2535.6405	Low
NA19200	-2534.3616	Low
NA19201	-2523.0579999999995	Intermediate
NA19204	-2534.3383	Low
NA19206	-2530.0961000000007	Low
NA19207	-2529.3053	Low
NA19209	-2533.6434	Low
NA19210	-2535.121	Low
NA19213	-2539.0524000000005	Low
NA19214	-2528.7859	Low
NA19222	-2524.6895999999997	Intermediate
NA19223	-2527.5000999999997	Low
NA19225	-2531.8649	Low
NA19235	-2522.450300000001	Intermediate
NA19236	-2531.6159999999995	Low
NA19238	-2528.5296000000003	Low
NA19239	-2531.5802000000003	Low
NA19247	-2533.9345	Low
NA19248	-2533.7889000000005	Low
NA19256	-2535.8071	Low
NA19257	-2533.7487	Low
NA19307	-2528.8284	Low
NA19308	-2521.6114999999995	Intermediate
NA19309	-2524.1835999999994	Intermediate
NA19310	-2523.6264000000006	Intermediate
NA19312	-2531.308400000001	Low
NA19314	-2527.1717	Low
NA19315	-2523.379400000001	Intermediate
NA19316	-2525.4914	Low
NA19317	-2525.3391	Low
NA19318	-2533.6468999999997	Low
NA19319	-2529.9168000000004	Low
NA19320	-2537.3477999999996	Low
NA19321	-2526.9130999999998	Low
NA19323	-2530.3611	Low
NA19324	-2526.3190999999997	Low
NA19327	-2522.9076	Intermediate
NA19328	-2524.9984000000004	Intermediate
NA19331	-2526.7693999999997	Low
NA19332	-2519.5559999999996	Intermediate
NA19334	-2524.8950999999997	Intermediate
NA19338	-2519.0029999999997	Intermediate
NA19346	-2535.0411000000004	Low
NA19347	-2527.8593999999994	Low
NA19350	-2522.8709000000003	Intermediate
NA19351	-2522.7571	Intermediate
NA19355	-2529.0242	Low
NA19360	-2534.2498000000005	Low
NA19372	-2522.8185	Intermediate
NA19374	-2529.3860000000004	Low
NA19375	-2523.42	Intermediate
NA19376	-2521.6249000000003	Intermediate
NA19377	-2529.6360000000004	Low
NA19378	-2533.4587	Low
NA19379	-2530.8682	Low
NA19380	-2522.9557000000004	Intermediate
NA19383	-2514.104	Intermediate
NA19384	-2526.9475999999995	Low
NA19385	-2520.2864	Intermediate
NA19390	-2525.2063000000003	Low
NA19391	-2525.1214000000004	Intermediate
NA19393	-2521.5072000000005	Intermediate
NA19394	-2537.0361000000003	Low
NA19395	-2521.5949	Intermediate
NA19397	-2523.1728000000003	Intermediate
NA19399	-2537.2749000000003	Low
NA19401	-2527.1279000000004	Low
NA19403	-2525.2290000000007	Low
NA19404	-2527.4761000000008	Low
NA19428	-2528.964200000001	Low
NA19429	-2529.8725999999997	Low
NA19430	-2526.6046999999994	Low
NA19431	-2534.530399999999	Low
NA19434	-2524.0665999999997	Intermediate
NA19435	-2525.4255999999996	Low
NA19436	-2522.9473	Intermediate
NA19437	-2524.2527999999998	Intermediate
NA19438	-2524.1598	Intermediate
NA19439	-2524.776999999999	Intermediate
NA19440	-2531.1761999999994	Low
NA19443	-2528.471	Low
NA19445	-2527.6497	Low
NA19446	-2518.0460000000003	Intermediate
NA19448	-2529.9402	Low
NA19449	-2525.0326000000005	Intermediate
NA19451	-2525.8363	Low
NA19452	-2528.4204999999993	Low
NA19454	-2523.965	Intermediate
NA19455	-2516.7798999999995	Intermediate
NA19456	-2527.1505	Low
NA19457	-2513.2678	Intermediate
NA19461	-2526.9893	Low
NA19462	-2528.6754999999994	Low
NA19463	-2521.2077000000004	Intermediate
NA19466	-2524.288599999999	Intermediate
NA19467	-2516.9098999999997	Intermediate
NA19468	-2522.7756999999997	Intermediate
NA19471	-2534.0651000000003	Low
NA19472	-2519.1926	Intermediate
NA19473	-2525.150200000001	Low
NA19474	-2524.5828999999994	Intermediate
NA19475	-2521.5502	Intermediate
NA19625	-2528.7776999999996	Low
NA19648	-2469.9319	High
NA19649	-2481.8773	Intermediate
NA19651	-2467.9748999999997	High
NA19652	-2485.4738	Intermediate
NA19654	-2481.5457999999994	Intermediate
NA19655	-2470.7184999999995	High
NA19657	-2488.4134000000004	Intermediate
NA19658	-2471.1239	High
NA19661	-2474.5725000000007	Intermediate
NA19663	-2495.2900999999997	Intermediate
NA19664	-2477.0855000000006	Intermediate
NA19669	-2464.593	High
NA19670	-2483.2594999999997	Intermediate
NA19676	-2484.2302999999997	Intermediate
NA19678	-2464.803199999999	High
NA19679	-2472.9533000000006	Intermediate
NA19681	-2471.890900000001	Intermediate
NA19682	-2487.7874999999995	Intermediate
NA19684	-2465.3895999999995	High
NA19700	-2520.9947	Intermediate
NA19701	-2523.1759999999995	Intermediate
NA19703	-2521.9084	Intermediate
NA19704	-2512.5228	Intermediate
NA19707	-2512.8622	Intermediate
NA19711	-2521.8368	Intermediate
NA19712	-2512.5536000000006	Intermediate
NA19713	-2517.0888	Intermediate
NA19716	-2499.2711	Intermediate
NA19717	-2488.3144	Intermediate
NA19719	-2479.9968000000003	Intermediate
NA19720	-2490.005	Intermediate
NA19722	-2491.6805	Intermediate
NA19723	-2474.1483999999996	Intermediate
NA19725	-2482.6621999999998	Intermediate
NA19726	-2475.2351000000003	Intermediate
NA19728	-2485.6169000000004	Intermediate
NA19729	-2495.4218999999994	Intermediate
NA19731	-2495.9724	Intermediate
NA19732	-2500.791	Intermediate
NA19734	-2474.6203	Intermediate
NA19735	-2501.844400000001	Intermediate
NA19740	-2484.9606000000003	Intermediate
NA19741	-2492.2868	Intermediate
NA19746	-2486.1548000000003	Intermediate
NA19747	-2478.5219000000006	Intermediate
NA19749	-2474.895299999999	Intermediate
NA19750	-2464.3529000000003	High
NA19752	-2495.2511	Intermediate
NA19755	-2467.2272	High
NA19756	-2489.8276999999994	Intermediate
NA19758	-2513.3800000000006	Intermediate
NA19759	-2491.9276999999997	Intermediate
NA19761	-2462.3891999999996	High
NA19762	-2487.7092999999995	Intermediate
NA19764	-2472.5036999999998	Intermediate
NA19770	-2487.6520000000005	Intermediate
NA19771	-2490.4882000000002	Intermediate
NA19773	-2474.9803	Intermediate
NA19774	-2481.5802000000003	Intermediate
NA19776	-2489.2905	Intermediate
NA19777	-2483.6554000000006	Intermediate
NA19779	-2468.0569	High
NA19780	-2477.8661	Intermediate
NA19782	-2483.6451000000006	Intermediate
NA19783	-2483.6862000000006	Intermediate
NA19785	-2495.9483999999998	Intermediate
NA19786	-2489.389	Intermediate
NA19788	-2484.6850000000013	Intermediate
NA19789	-2482.0406000000003	Intermediate
NA19792	-2467.6003	High
NA19794	-2468.0836999999997	High
NA19795	-2480.3263	Intermediate
NA19818	-2496.8795000000005	Intermediate
NA19819	-2508.9369	Intermediate
NA19834	-2514.9018999999994	Intermediate
NA19835	-2519.171700000001	Intermediate
NA19900	-2523.782	Intermediate
NA19901	-2525.1449	Low
NA19904	-2516.0816000000004	Intermediate
NA19908	-2522.119199999999	Intermediate
NA19909	-2528.2913000000003	Low
NA19913	-2522.0350000000008	Intermediate
NA19914	-2514.9490999999994	Intermediate
NA19916	-2517.4083000000005	Intermediate
NA19917	-2519.778	Intermediate
NA19920	-2522.5712	Intermediate
NA19921	-2524.5857	Intermediate
NA19922	-2509.5509000000006	Intermediate
NA19923	-2495.4132	Intermediate
NA19982	-2530.5646999999994	Low
NA19984	-2521.6089	Intermediate
NA20126	-2501.4110999999994	Intermediate
NA20127	-2521.3719000000006	Intermediate
NA20274	-2509.8233	Intermediate
NA20276	-2523.9644000000003	Intermediate
NA20278	-2522.5053	Intermediate
NA20281	-2512.8642999999993	Intermediate
NA20282	-2511.8885999999998	Intermediate
NA20287	-2520.6378999999997	Intermediate
NA20289	-2512.2480000000005	Intermediate
NA20291	-2536.2159999999994	Low
NA20294	-2513.609	Intermediate
NA20296	-2520.5231999999996	Intermediate
NA20298	-2525.9755	Low
NA20299	-2501.0108999999998	Intermediate
NA20314	-2498.5557999999996	Intermediate
NA20317	-2495.3527	Intermediate
NA20318	-2503.9931	Intermediate
NA20320	-2533.724	Low
NA20321	-2520.7161000000006	Intermediate
NA20332	-2518.0382	Intermediate
NA20334	-2493.6334999999995	Intermediate
NA20339	-2525.4390000000003	Low
NA20340	-2528.9903	Low
NA20342	-2506.0743	Intermediate
NA20346	-2524.0142000000005	Intermediate
NA20348	-2510.3968000000004	Intermediate
NA20351	-2502.4982	Intermediate
